Nazwisko aktualne,Liczba
LIZUT,184
LUBOŃSKA,184
MALORNY,184
MOSIEWICZ,184
NOSOWICZ,184
ODOLCZYK,184
OPIEKA,184
PACZEŚNIAK,184
PALENGA,184
PAS,184
PIĄSTKA,184
PIEKIELNA,184
RUPA,184
RYPIEŃ,184
SAŁAPATEK,184
SIEPIETOWSKA,184
SKURCZYŃSKA,184
STAFIŃSKA,184
STARZOMSKA,184
STRĄG,184
STRZELEWICZ,184
SZCZUTOWSKA,184
SZULETA,184
SZYMOŃSKA,184
SZYNKARUK,184
ŚWIĘCONEK,184
TETŁAK,184
TURAŁA,184
TYTUŁA,184
ULANICKA,184
WARUSZEWSKA,184
WASZEWSKA,184
WOSZEK,184
ZABOKLICKA,184
ZĄBIK,184
ŻURAWIECKA,184
BECZAŁA,183
BERŁOWSKA,183
BRYKALSKA,183
BUKO,183
CAPAR,183
CHRZĘSTEK,183
CZURAK,183
DERWISZ,183
DĘBCZYŃSKA,183
DŁUGAJ,183
DRYGAŚ,183
FIGAJ,183
FRYDRYCHOWSKA,183
GODOWSKA,183
GOGOLIŃSKA,183
GOLIAN,183
GOŁOMBEK,183
GORLIKOWSKA,183
GRĄDKOWSKA,183
HERCOG,183
JACHIMSKA,183
JAKOWSKA,183
JASTER,183
KAJFASZ,183
KAMZOL,183
KARNAFEL,183
KIRSZ,183
KLINK,183
KOŃCZYŃSKA,183
KOSTRZYCKA,183
KOSTUSIAK,183
KRIEGER,183
KSIĄŻKA,183
KUWIK,183
LASKIEWICZ,183
LICHTARSKA,183
LIEBNER,183
LIESKE,183
LIRO,183
LIZUREK,183
ŁYDUCH,183
MARKULAK,183
MASZKA,183
MĄCZNIK,183
MICYK,183
MISIURSKA,183
MITUŚ,183
MORZYK,183
MOSUREK,183
MOZGAWA,183
MUZIOŁ,183
MYŚLIWCZYK,183
NASIADEK,183
PEROŃ,183
PIECZKO,183
PIETRUK,183
PINKIEWICZ,183
POLIAKOVA,183
PRASOŁ,183
PRESZ,183
PRÓBA,183
PRYCZEK,183
PYZOWSKA,183
RACŁAWSKA,183
RADZIUK,183
ROCHALSKA,183
SABELA,183
SAŁACKA,183
SAMOŁYK,183
SURMAŃSKA,183
SZTUCKA,183
ŚCIESZKO,183
ŚMIECIUCH,183
ŚMIŁEK,183
TŁUŚCIK,183
TOMASZ,183
TONDEL,183
TROFIMIUK,183
URYSZEK,183
WICZLING,183
WYZIŃSKA,183
ZAMKOWSKA,183
ZBYRAD,183
ZDEBIK,183
ZIENTAL,183
BIGOSIŃSKA,182
BIŁYK,182
BISZCZAK,182
BURDON,182
CERAZY,182
CHMIELNIAK,182
CIMAŁA,182
DAROŃ,182
DĘBOWCZYK,182
DOLAT,182
DOMANIECKA,182
ENGLERT,182
FIUTAK,182
FURMANIK,182
GERTNER,182
GŁUSZCZ,182
GRZĘDZIŃSKA,182
GWIAZDOWICZ,182
KIELIŃSKA,182
KIKOWSKA,182
KORBAL,182
KOŚCIAK,182
KOTEK,182
KRALA,182
KUSION,182
KUTARBA,182
KWESTARZ,182
LESZCZYSZYN,182
LUTKIEWICZ,182
ŁANOSZKA,182
ŁAŃCUCKA,182
ŁATKOWSKA,182
MALICH,182
MANDZIAK,182
MARCJANIK,182
MĄCZKO,182
MOŃ,182
NIECHAJ,182
NOWOMIEJSKA,182
NYKA,182
OCHNICKA,182
OKULARCZYK,182
ORZESZYNA,182
OTT,182
OWSIK,182
OZDARSKA,182
PAJA,182
PARADYSZ,182
PENKAŁA,182
PERGOŁ,182
PIELOK,182
PIERZYNA,182
PITAK,182
PODSIADLIK,182
PRAJZNER,182
PROCHWICZ,182
RADOM,182
RAUHUT,182
ROCHOWICZ,182
ROGOŚ,182
RÓŻYŁO,182
SADOKIERSKA,182
SIEPAK,182
SKROBAN,182
SOŁYGA,182
STEBNICKA,182
STRYJSKA,182
SUSZCZEWICZ,182
SZENDERA,182
SZUCHNIK,182
SZUMLAS,182
SZWAST,182
SZYCHULSKA,182
TACZKOWSKA,182
TYBUREK,182
TYRPA,182
WALACHOWSKA,182
WALKO,182
WANTULOK,182
WASZYŃSKA,182
WIĄCKIEWICZ,182
WIGLUSZ,182
WOJDAS,182
WYSZECKA,182
YE,182
ZAGAŃCZYK,182
ZAKHAROVA,182
ŻMUDZIN,182
ŻUCHLIŃSKA,182
ANKOWSKA,181
BRAK,181
CHAŁAT,181
CHAŁUPNIK,181
CHOLEWSKA,181
CHUDAŚ,181
CZAPLARSKA,181
CZECHURA,181
CZERNIELEWSKA,181
DAMASZK,181
DEPKA,181
DMYTRENKO,181
DOROTA,181
DYSARZ,181
FITAŁ,181
FRYMARK,181
GAWLICKA,181
GLOBISZ,181
GOŁĘBOWSKA,181
GOYKE,181
GRAJOSZEK,181
GREINER,181
GULCZ,181
GULEWICZ,181
HAMELA,181
HUPKA,181
JABŁKOWSKA,181
KALLA,181
KARDEL,181
KIELIAN,181
KLĘSK,181
KŁOBUCH,181
KNYCHAŁA,181
KOBIERZYŃSKA,181
KOKOWSKA,181
KOŁTUŃSKA,181
KOMSA,181
KONIAREK,181
KOPRAS,181
MACIONCZYK,181
MACIOS,181
MARZEWSKA,181
MISA,181
MIZERNA,181
MODER,181
MYSZYŃSKA,181
NABRDALIK,181
OGAREK,181
OROŃ,181
OSTROPOLSKA,181
OZIMIŃSKA,181
PACZEK,181
PAJĄCZEK,181
PAŁUBSKA,181
PASTURCZAK,181
PATOK,181
PERTKIEWICZ,181
PIGOŃ,181
PŁOTKOWIAK,181
POPARDA,181
PORUCZNIK,181
POTACZAŁA,181
PRZYBECKA,181
RATAJSZCZAK,181
RĘDZIA,181
RĘDZIKOWSKA,181
RĘDZIŃSKA,181
ROGUSZEWSKA,181
ROJCZYK,181
RZĄP,181
SAMULEWSKA,181
SIOMA,181
SOCHAL,181
SPICA,181
STEMPIŃSKA,181
SZACOŃ,181
SZCZELINA,181
SZUMNY,181
ŚNIECIKOWSKA,181
TOBICZYK,181
WALERYCH,181
WASILKOWSKA,181
WASYL,181
WOJSZ,181
WYDROWSKA,181
ZAROSA,181
ŻÓŁCIŃSKA,181
ANDERSZ,180
BABUT,180
BERNDT,180
BRĄCZEK,180
BRUNKA,180
BUBAŁA,180
CHEŁMOWSKA,180
DESZCZKA,180
DIDUCH,180
DOROSIŃSKA,180
DYTKOWSKA,180
FILODA,180
GAIŃSKA,180
GANCZARSKA,180
GEHRKE,180
HARAZIN,180
HELDT,180
JARUS,180
JASZCZERSKA,180
KAJSZCZAK,180
KAŃCZUGOWSKA,180
KAŹMIERKIEWICZ,180
KŁACZYŃSKA,180
KOMAREK,180
KOSIERKIEWICZ,180
KRANKOWSKA,180
KUŻEL,180
KWARCIANA,180
LESZCZYNA,180
LUDYGA,180
LUKASEK,180
ŁASEK,180
ŁASKI,180
ŁOBAZA,180
MAJROWSKA,180
MANDLA,180
MATEJAK,180
MAZURUK,180
MĘDRECKA,180
MICHALECKA,180
MINCEWICZ,180
MISZCZYŃSKA,180
NATKOWSKA,180
NOWOSADKO,180
OKAJ,180
OLBROMSKA,180
OMILIAN,180
ORMIŃSKA,180
PACUK,180
PALOWSKA,180
PASIEWICZ,180
PĘSKA,180
PIJANKA,180
PŁACHETKA,180
PROFIC,180
PUCZKOWSKA,180
PUPIEC,180
RECKA,180
RECZUCH,180
ROSŁONEK,180
ROZMYSŁOWICZ,180
RÓŻYC,180
SAMP,180
SARAMA,180
SARLEJ,180
SEŃKO,180
SŁUPCZEWSKA,180
SŁUSZNIAK,180
SNOPCZYŃSKA,180
SPRYSZAK,180
SUDOMIR,180
SYTY,180
SZUMERA,180
ŚCIGAJ,180
TADZIK,180
TRĄBSKA,180
TRUSZKIEWICZ,180
TRYKACZ,180
TRZOSEK,180
WAKULIŃSKA,180
WĄDOŁKOWSKA,180
WIEJACZKA,180
WIRKOWSKA,180
WIŚNIAK,180
WITTKE,180
WITUSZYŃSKA,180
ZAWROTNA,180
ZYZAŃSKA,180
ARGASIŃSKA,179
BAREŁKOWSKA,179
BEROWSKA,179
BIAŁORUCKA,179
BŁAHUT,179
BOGDANIK,179
BOGULAK,179
BRYNDA,179
BUKOWY,179
CELAREK,179
CEPA,179
CHARKOT,179
CHWIERUT,179
CIELEBĄK,179
CZEMPIK,179
DOLA,179
DZIEDZICZAK,179
FEDORCHUK,179
FILOCHOWSKA,179
FRANICA,179
FRANOSZ,179
FURGOŁ,179
GADZINOWSKA,179
GAŁĘCKA,179
GNITECKA,179
GRUDOWSKA,179
GRZEBIŃSKA,179
HAPONIK,179
HARATYM,179
IMBIEROWICZ,179
JANUCIK,179
JAŚNIKOWSKA,179
JAZ,179
KLARKOWSKA,179
KOMPAŁA,179
KOŃPA,179
KOTNIS,179
KUŚNIERCZAK,179
KUŚNIERCZYK,179
LEFIK,179
LOS,179
LUBCZYK,179
ŁYCZBA,179
ŁYSIKOWSKA,179
ŁYSZKOWICZ,179
MOCHOL,179
NALBORCZYK,179
NASTAŁEK,179
OCIECZEK,179
OSĘKOWSKA,179
PAWLEWICZ,179
PERET,179
PĘDZIMĄŻ,179
PĘKACKA,179
PILAK,179
PYRGIEL,179
RAMIAN,179
REZNER,179
ROPEL,179
ROŚCISZEWSKA,179
RYT,179
SEKULA,179
SKORUS,179
SKRZAT,179
STELIGA,179
SUPRYN,179
SZAROWSKA,179
SZERLĄG,179
SZLACHETA,179
SZYMAŃCZUK,179
SZYMUSIAK,179
ŚMIELAK,179
TAUDUL,179
TEREBA,179
TRACZYKOWSKA,179
WACHOL,179
WALL,179
WIERA,179
WILGOS,179
WŁOSOWICZ,179
WÓJCIŃSKA,179
ZAMIAR,179
ZDRENKA,179
ZEMCZAK,179
AUGUST,178
BAŁUCH,178
BARTOCHOWSKA,178
BATOROWICZ,178
BESZTAK,178
BIERUT,178
BLASZKA,178
BŁAZIŃSKA,178
BUDASZ,178
CHLEBUŚ,178
CHUDAK,178
CYRANOWSKA,178
CZAPLAK,178
CZWARNO,178
DOMASZCZYŃSKA,178
DUBIELAK,178
FARYŃSKA,178
GOŁBA,178
HABRYKA,178
HEJMAN,178
JANCZARSKA,178
JARZĄBSKA,178
KALMUS,178
KAPELIŃSKA,178
KASPERKOWIAK,178
KIL,178
KISZKO,178
KOŁDEJ,178
KOŁODKO,178
KONCZEWSKA,178
KOPANIARZ,178
KOWALEC,178
KURZAWIŃSKA,178
LOTKA,178
MALIBORSKA,178
MAŁAGOCKA,178
MIĄSKIEWICZ,178
MIKOŁAJKO,178
MUCHEWICZ,178
NALEWAJ,178
NAROŻNIAK,178
NIEDŹWIEDZIŃSKA,178
OBROCKA,178
OKULEWICZ,178
OLISZEWSKA,178
ORMANIEC,178
OTOROWSKA,178
PARCZYŃSKA,178
PARDEJ,178
PASIEROWSKA,178
PIEPRZOWSKA,178
PIEROŃCZYK,178
PIERZCHLEWICZ,178
PŁOSZCZYCA,178
POCHWAŁA,178
PRUSAKOWSKA,178
RECA,178
RETERSKA,178
ROSTECKA,178
RURAK,178
SIUDUT,178
SKROBAŃSKA,178
SOŁOWIŃSKA,178
STAWIAK,178
STOGOWSKA,178
SUDUŁ,178
SZREIBER,178
SZTYLKA,178
ŚLĘCZEK,178
TARCZOŃ,178
TARNAS,178
TRUŚ,178
TRZECIAKOWSKA,178
TWARDZIAK,178
TYLKO,178
URAM,178
WALASZKOWSKA,178
WALNIK,178
WIELKOPOLAN,178
WINCEK,178
WODARZ,178
WOŁKOWYCKA,178
WOROBIEC,178
WOŹNIK,178
ZIMOŃCZYK,178
BARDADYN,177
BASEK,177
BĄBAŁA,177
BIJOK,177
BOCHYNEK,177
CHAŁUPNICZAK,177
CICHUTA,177
CIELIŃSKA,177
CZERWIAK,177
CZMIEL,177
CZUDAJ,177
DANELSKA,177
DASZYŃSKA,177
DUBROWSKA,177
DYBCIAK,177
FORMICKA,177
FRĘŚKO,177
FRYSZTAK,177
GORAJEK,177
GULAN,177
GURBISZ,177
GUZICKA,177
HOJNACKA,177
HOMIK,177
HORODYŃSKA,177
HUBICKA,177
JACYNO,177
JAZIENICKA,177
JĘDRASZCZAK,177
JODEŁKA,177
KABOT,177
KILIJANEK,177
KINALSKA,177
KOCELA,177
KONASZEWSKA,177
KOPCIK,177
KORCZEWSKA,177
KORZYBSKA,177
KOZIURA,177
KRALKA,177
KRYSTIAN,177
KRZĄSTEK,177
KUBEŁ,177
KUŹNIARZ,177
LASZCZYŃSKA,177
LAŚKIEWICZ,177
LEVCHUK,177
ŁASZCZUK,177
ŁOBOZ,177
MALITKA,177
MANTERYS,177
MARUNOWSKA,177
MATWIJ,177
MIECH,177
MISZ,177
MURGRABIA,177
NIEBRZEGOWSKA,177
OCHOWIAK,177
OŁOWNIA,177
OSOBA,177
PATOCKA,177
PAWLATA,177
PRZYŁĘCKA,177
ROCHMIŃSKA,177
ROJOWSKA,177
ROZENBAJGIER,177
RZEPNICKA,177
RZYMKOWSKA,177
SPLITT,177
STAŃ,177
STASIKOWSKA,177
SZKATULSKA,177
ŚWIERSKA,177
TOMZA,177
TRATKIEWICZ,177
TROSKA,177
WABIŃSKA,177
WARCZYŃSKA,177
WAWRZUSISZYN,177
WERBIŃSKA,177
WODARA,177
WRAGA,177
YAREMCHUK,177
ZBOZIEŃ,177
ZIĘĆ,177
ŻARNOWIECKA,177
ANDERSEN,176
BADECKA,176
BOGUSIAK,176
CHRZĄŚCIK,176
DALEWSKA,176
DANAK,176
DOSKOCZ,176
DRABINA,176
FORCZEK,176
GABRUŚ,176
GACIOCH,176
GANCZAR,176
GIDZIŃSKA,176
GŁADYSZEWSKA,176
GŁOWIK,176
GOLIANEK,176
GRANIECZNY,176
HELWICH,176
HOFMANN,176
IBROM,176
IVANCHENKO,176
JAFRA,176
JAKÓB,176
JAMROZIŃSKA,176
JAROŃCZYK,176
JÓSKOWIAK,176
JUNIEWICZ,176
KAPLA,176
KARNASIEWICZ,176
KASJAN,176
KICIOR,176
KLAMCZYŃSKA,176
KLAMROWSKA,176
KLUCZNY,176
KOŁPA,176
KORALEWICZ,176
KOROWAJ,176
KOSELSKA,176
KROSTA,176
KUCZBORSKA,176
KUKULAK,176
KUROŃ,176
KUTKIEWICZ,176
KUWAŁEK,176
ŁAGANOWSKA,176
ŁOMIŃSKA,176
MALEJ,176
MIECZYŃSKA,176
MOKIJEWSKA,176
NAGLAK,176
NAJMOWICZ,176
NAPŁOSZEK,176
NAWACKA,176
NOWIKOWSKA,176
OLEŚNIEWICZ,176
PAŚNIEWSKA,176
PINDUR,176
PIONKA,176
PLEZIA,176
PŁOSKOŃ,176
PODHAJSKA,176
POLASZEWSKA,176
POŁOMKA,176
PULCHNY,176
RACZYK,176
ROGOZIK,176
RYPINA,176
RZEMIENIECKA,176
RŻYSKO,176
SCHABEK,176
SERDYŃSKA,176
SEREWA,176
SIEGMUND,176
SIEWNIAK,176
SŁONIOWSKA,176
STAL,176
STAWISKA,176
STELMACHOWSKA,176
STĘPSKA,176
SUCHANECKA,176
SUCHOŻEBRSKA,176
SZKUDLARSKA,176
ŚRUTWA,176
TUBEK,176
TUSZNIO,176
WARYSZAK,176
WOCKA,176
WOŹNIAKIEWICZ,176
ZAGACKA,176
ZAJĘCKA,176
ZIARKIEWICZ,176
ANDREJUK,175
BAGŁAJ,175
BATORY,175
BEŃ,175
BIŁEK,175
BÓJKO,175
BRĘK,175
BULENDA,175
BYSTROWSKA,175
CHAMIELEC,175
CHCIUK,175
CHROŚCICKA,175
CHUDALA,175
CZARNYNOGA,175
CZORNY,175
DERLECKA,175
DOBRUCHOWSKA,175
DRABOWICZ,175
DUKACZEWSKA,175
DYBCZAK,175
FABIJAŃCZYK,175
FERDEK,175
FILAROWSKA,175
FOLTYNOWICZ,175
FROLOVA,175
GERA,175
GIBASZEK,175
GRYSZKA,175
GRZĄDKOWSKA,175
HOLONA,175
HORBA,175
IZAK,175
JEREMICZ,175
JEWIARZ,175
KACIUBA,175
KALIŚCIAK,175
KAŁUŻNIAK,175
KAROLIK,175
KLONEK,175
KOCHOWSKA,175
KOCÓJ,175
KORBELA,175
KRYM,175
KUDROŃ,175
KUTRZUBA,175
LICBARSKA,175
ŁABUZEK,175
ŁOJAS,175
ŁYSKO,175
MAZERANT,175
MILANIAK,175
MŁODOŻENIEC,175
MOŁDRZYK,175
NIEZBORAŁA,175
PABISEK,175
PATRZEK,175
PAŹDZIERSKA,175
PIESIEWICZ,175
PINCZEWSKA,175
RADASZEWSKA,175
ROGOŃ,175
RURA,175
RYCIAK,175
SKIMINA,175
SMĘDZIK,175
SOSIK,175
STEPANENKO,175
SZTYK,175
SZWARCZYŃSKA,175
SZYNWELSKA,175
SZYPOWSKA,175
ŚLIWICKA,175
WARDYŃSKA,175
WETOSZKA,175
WROCZYŃSKA,175
WYCISŁO,175
ZAGÓL,175
ZIEZIULA,175
ŻURKIEWICZ,175
ANDRUSIAK,174
ARABSKA,174
BABYCH,174
BACZA,174
BASTRZYK,174
BIAŁO,174
BIAŁOSZEWSKA,174
BILAN,174
BLACHURA,174
BOLECHOWSKA,174
BONNA,174
BUJAŁA,174
CHOCHOWSKA,174
CIEBIERA,174
CUR,174
CZEPUŁKOWSKA,174
DAJEWSKA,174
DALKA,174
DARDA,174
DOMSKA,174
DROBINA,174
DYLEWICZ,174
DYMNICKA,174
FALACIŃSKA,174
FĄS,174
FIGLUS,174
GALANTY,174
GARDYNIK,174
GŁADYSIAK,174
GMITER,174
GRĄDZIK,174
HAŁUCHA,174
HOMEL,174
JEMIELNIAK,174
KIERMASZ,174
KIKUT,174
KOKOTT,174
KOPUT,174
KORDYL,174
KORNIIENKO,174
KORUSIEWICZ,174
KOSTRZ,174
KRUSIEWICZ,174
KUTYŁOWSKA,174
KUZAJ,174
KUZIMSKA,174
LASYK,174
LICHWAŁA,174
LIPOWIECKA,174
LUDIAN,174
MASZCZAK,174
MEHLICH,174
MORSKA,174
NALEŻYTA,174
ODOJ,174
PANECKA,174
PIECZYWEK,174
PIJET,174
PIŁATOWSKA,174
PIPKA,174
PŁAZIAK,174
PUZA,174
RACZKOWIAK,174
RODZINKA,174
ROGÓLSKA,174
SAMOJLIK,174
SŁODOWA,174
SOBURA,174
SOCHALSKA,174
SOPYŁA,174
STELMASIK,174
STOTKO,174
SYNOŚ,174
SYPER,174
SZAFER,174
SZPAKOWICZ,174
ŚWIECZKA,174
TURBIARZ,174
ULCZOK,174
WELTER,174
WYDERSKA,174
WYSMUŁEK,174
ZADOROŻNA,174
ZBROŃSKA,174
AKSAMITOWSKA,173
ANDRUCHÓW,173
BARKOWSKA,173
BARWIK,173
BICZYK,173
BIEGUS,173
BOHO,173
BOLIK,173
CHARKO,173
CHĘTNIK,173
CHUDZIKIEWICZ,173
CIOŁAK,173
DESKIEWICZ,173
DOROCIŃSKA,173
DRACZYŃSKA,173
DZIATKIEWICZ,173
EVANS,173
FRET,173
GACZOREK,173
GAWLE,173
GŁUSZYK,173
GNIATKOWSKA,173
GÓRALEWSKA,173
GRUBIAK,173
GRYGOWSKA,173
HERIAN,173
HORNIAK,173
JADWISZCZAK,173
JARNUTOWSKA,173
JĘDREJ,173
KACZUBA,173
KARPACZ,173
KĘDER,173
KLARECKA,173
KLĄSKAŁA,173
KMIN,173
KOCIERZ,173
KOIS,173
KONON,173
KRĘZEL,173
KRYSTOSIK,173
KULEC,173
KUZNETSOVA,173
LICHOSYT,173
ŁAZOR,173
ŁĄKOWSKA,173
ŁYSZCZEK,173
MALCZYŃSKA,173
MAMLA,173
MENES,173
MICHLEWICZ,173
MIKOŁAJUK,173
MISZKE,173
MODELEWSKA,173
MOTAŁA,173
NABORCZYK,173
NAJDEREK,173
NANOWSKA,173
NIEWADZI,173
OPIŁA,173
OSENKOWSKA,173
PACHACZ,173
PACZOSKA,173
PONIEWIERKA,173
PRZEMYK,173
PULIŃSKA,173
PUZIA,173
RASEK,173
ROBERT,173
ROTTER,173
ROŻEJ,173
RYDZEK,173
SENYK,173
SERUGA,173
SNOPKIEWICZ,173
SOTOMSKA,173
SPORNA,173
STECZKIEWICZ,173
STECZKOWSKA,173
STEMPKA,173
SZCZAPA,173
SZTYLER,173
ŚWIDNICKA,173
TYRCHA,173
ULEJCZYK,173
WACZYŃSKA,173
WASIŁEK,173
WĘGOREK,173
WILCZOPOLSKA,173
WOJTYŁO,173
WYSOCZYŃSKA,173
ZABUSKA,173
ZELINSKA,173
ZEMBROŃ,173
ZGORZAŁEK,173
ZNANIECKA,173
ALEKSIEJCZUK,172
BARTUSIK,172
BODURA,172
BOGDANOWSKA,172
BORYCA,172
BUCHOLSKA,172
BYCHAWSKA,172
CHARA,172
CHARYTON,172
CHRIST,172
CHWIEJ,172
CHYLICKA,172
CIĄPAŁA,172
CIURKOT,172
CZADO,172
DASIEWICZ,172
DERLUKIEWICZ,172
DOBROCHOWSKA,172
DRACHAL,172
DROGOŚ,172
DROŻDŻAK,172
DZIURKA,172
FEDYNA,172
FURCZOŃ,172
GAJOWCZYK,172
GANCAREK,172
GŁĄBIŃSKA,172
GORDZIELIK,172
HOWANIEC,172
JANOŚ,172
JEMIELITA,172
JĘCZMYK,172
KACZMAROWSKA,172
KOBOJEK,172
KORWEK,172
KOTELA,172
KUBECZKO,172
KUBIĆ,172
LAUER,172
LIBUDA,172
LIZIK,172
ŁOZICKA,172
MAJSNER,172
MANDECKA,172
MĘŻYKOWSKA,172
MIELCZARCZYK,172
MOJSIEWICZ,172
MUSZKIET,172
MYSZKO,172
NABIAŁCZYK,172
NADARZYŃSKA,172
NICIEJA,172
NIEJADLIK,172
ODROWĄŻ,172
ODWAŻNA,172
OLEŃSKA,172
PODĘBSKA,172
POPIELUCH,172
PROKOPCHUK,172
PROSKURA,172
PUKOWIEC,172
PUTKO,172
PYLYPCHUK,172
PYRDOŁ,172
RECZKOWSKA,172
ROJECKA,172
ROZLACH,172
SIEMIENIAKO,172
SKUBEL,172
SMODEREK,172
SMOGÓR,172
SMOŁKOWICZ,172
SOLOVIOVA,172
SOŁTYSZEWSKA,172
SONIK,172
STAROS,172
STATECZNA,172
SURAWSKA,172
SZKUDLARZ,172
ŚNIADAŁA,172
ŚWIERZKO,172
TORZ,172
TOTON,172
TREPCZYŃSKA,172
TRZCIONKOWSKA,172
TRZEWIK,172
TRZPIOT,172
TURCZAK,172
TYLCZYŃSKA,172
UBIK,172
WALCZYKOWSKA,172
WAWRZKOWICZ,172
WINKIEL,172
WROTECKA,172
ZAIETS,172
ZAŚKO,172
ZELMAŃSKA,172
ZEMŁO,172
ZIAJOR,172
ZMACZYŃSKA,172
ŻYTKOWSKA,172
BARDZIK,171
BIJATA,171
BONIK,171
BRADTKE,171
BUTLER,171
CHEDA,171
CIASNOCHA,171
CIĘŻAREK,171
DANA,171
DARZNIK,171
DEMBNA,171
DEPUTAT,171
DERYLAK,171
DO,171
DYBICZ,171
FARYŚ,171
FLUDRA,171
FREUS,171
GADOCHA,171
GAWEK,171
GŁADYCH,171
GŁUSZCZYK,171
GOZDALSKA,171
HALCZUK,171
JELONKIEWICZ,171
JUCHACZ,171
JUZWA,171
KAK,171
KARNECKA,171
KARTASIŃSKA,171
KIEŁKOWICZ,171
KŁYK,171
KOCHANIAK,171
KOZACZYŃSKA,171
KREIS,171
KRZEMIENIECKA,171
KUGLARZ,171
KUKOWKA,171
LELONKIEWICZ,171
LESZKOWSKA,171
LUDA,171
MIERKIEWICZ,171
MISIUKIEWICZ,171
MORKISZ,171
MORZY,171
NAMIOTKO,171
OSOWICKA,171
OŻDŻYŃSKA,171
PALAC,171
PEDERSEN,171
PIECHULSKA,171
PIKULIŃSKA,171
PINDELSKA,171
PYRYT,171
PYZARA,171
RADZIĘTA,171
RUSZEWSKA,171
RZEPNIKOWSKA,171
SAŁACIAK,171
SIELECKA,171
SIPAK,171
SKALMIERSKA,171
SKRYPNYK,171
SOBOCIK,171
SPECHT,171
SPÓLNA,171
STEFANÓW,171
STELMASZUK,171
SZADURSKA,171
SZLACHETKO,171
ŚLIWECKA,171
ŚWIĘTOSŁAWSKA,171
TATOL,171
TORCZYŃSKA,171
TRZĘSICKA,171
TYRAS,171
UCHWAT,171
WAWRZENIUK,171
WIĄZOWSKA,171
WOJARSKA,171
WOROSZYŁO,171
WROBEL,171
WROTKOWSKA,171
ZAŁÓG,171
ŻEGLIŃSKA,171
ŻELEŹNIAK,171
ŻYŚKO,171
ABRATKIEWICZ,170
ANTKOWICZ,170
BACIOR,170
BIAŁUCHA,170
BILKIEWICZ,170
BOCHNACKA,170
BRZĄKALIK,170
BURSZTYNOWICZ,170
BYSIEK,170
CECH,170
CHĘTKOWSKA,170
CHUCHRA,170
CHUDYBA,170
CIOTUCHA,170
CIURLA,170
DONDALSKA,170
DUSZYK,170
DYBUS,170
DYMCZYK,170
FOTEK,170
FRANICZEK,170
GALANEK,170
GRYGIERZEC,170
GUSTA,170
HEJMANOWSKA,170
HOŁY,170
JACHYMCZYK,170
JENDRZEJ,170
KAFAR,170
KALITKA,170
KILUK,170
KLASIŃSKA,170
KLIKS,170
KOLUCH,170
KOŁOMYJSKA,170
KONIARCZYK,170
KORCZOWSKA,170
KOSIM,170
KOZACZEK,170
KRAJCARZ,170
KRUZA,170
KUTROWSKA,170
LATECKA,170
LEWERA,170
ŁABIENIEC,170
ŁAGÓD,170
ŁĘCZYŃSKA,170
ŁODZIANA,170
MACHULAK,170
MANDAT,170
MATZ,170
MILITOWSKA,170
NIENAJADŁO,170
PALECZNY,170
PARECKA,170
PEŁSZYK,170
PEPLINSKA,170
PISKA,170
PLISZCZYŃSKA,170
POŁAP,170
POPOW,170
PORAZIŃSKA,170
PRZYŁUSKA,170
RADCZUK,170
ROZIŃSKA,170
RÓŻANOWSKA,170
RYSIŃSKA,170
SALWEROWICZ,170
SĘGA,170
SIEGIEŃ,170
SMUG,170
SOLAN,170
STEMPLOWSKA,170
STEPHAN,170
SZUBERLA,170
TATKO,170
WASTAG,170
WAŻYDRĄG,170
WOJDOWSKA,170
WOWK,170
ZADURA,170
ZAWISKA,170
ZOLICH,170
ZWALIŃSKA,170
ŻŁOBICKA,170
ŻUKOWICZ,170
ANIELAK,169
BAGIEŃSKA,169
BEŁKOT,169
BICHTA,169
BLUMA,169
BOCOŃ,169
BOGACZEWICZ,169
BOGUSŁAW,169
BORKO,169
BUJWID,169
CHWIEĆKO,169
CIELEMĘCKA,169
COPIK,169
DYMAREK,169
FRACH,169
FRYSZKOWSKA,169
GABOREK,169
GAJDEMSKA,169
GAŁDYN,169
GĘBALSKA,169
GISZCZAK,169
GŁÓDŹ,169
GMITRUK,169
GNOIŃSKA,169
GRANDYS,169
GREMBOWSKA,169
GRYGIEREK,169
GRZEBIENIAK,169
HEINZE,169
HRYCKIEWICZ,169
HUZIOR,169
HYŻYK,169
JACHIMIAK,169
JANAŚ,169
JANISIEWICZ,169
JASIÓWKA,169
JEROMINEK,169
JĘDRUSZAK,169
JOBCZYK,169
JUSZKO,169
KABATA,169
KAIZER,169
KANDER,169
KIEŁPIKOWSKA,169
KILJANEK,169
KLITA,169
KOPYRA,169
KORABIK,169
KREMSKA,169
KSZCZOT,169
KULASZA,169
KUZMINA,169
KYZIOŁ,169
LAMORSKA,169
LARWA,169
ŁUŹNIAK,169
MAMOS,169
MIESZCZYŃSKA,169
MIKUTA,169
MULEWSKA,169
NALEWAJKA,169
NASIEROWSKA,169
NOWICZ,169
OBRAŁ,169
ODOLIŃSKA,169
OKÓLSKA,169
OLEŚKÓW,169
OLIK,169
PIREK,169
PLESIAK,169
POPIELNICKA,169
PTASZKIEWICZ,169
RYGALSKA,169
SARBA,169
SHULHA,169
SIENKOWSKA,169
SIEROSŁAWSKA,169
SIUCIAK,169
SKURZEWSKA,169
SŁABIŃSKA,169
SMOLĄG,169
STALIŃSKA,169
